,deposit,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
6068,no,36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown
784,yes,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown
3244,yes,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown
6942,no,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure
8963,no,45,admin.,single,secondary,no,341,yes,yes,cellular,5,may,77,2,-1,0,unknown
457,yes,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,-1,0,unknown
6252,no,37,housemaid,married,secondary,no,187,no,no,unknown,12,jun,165,1,-1,0,unknown
7210,no,35,services,married,secondary,no,377,no,yes,cellular,31,jul,30,13,-1,0,unknown
5013,yes,40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700,4,-1,0,unknown
9237,no,31,management,married,tertiary,no,859,yes,yes,cellular,4,aug,182,3,-1,0,unknown
7171,no,66,retired,married,secondary,no,780,no,no,cellular,12,feb,388,4,-1,0,unknown
1283,yes,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown
5553,no,43,management,married,tertiary,no,78,yes,no,cellular,21,nov,36,1,109,1,other
4598,yes,43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success
9991,no,53,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120,3,-1,0,unknown
5922,no,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure
6150,no,36,management,married,tertiary,no,909,yes,yes,cellular,25,jul,250,3,-1,0,unknown
7275,no,26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,unknown
8878,no,45,blue-collar,married,secondary,no,-221,yes,yes,unknown,3,jun,170,1,-1,0,unknown
309,yes,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown
3795,yes,35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success
10488,no,37,admin.,married,secondary,no,10465,no,no,unknown,17,jun,144,6,-1,0,unknown
5284,yes,78,retired,divorced,primary,no,1389,no,no,cellular,8,apr,335,1,-1,0,unknown
1292,yes,41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown
7061,no,49,technician,married,secondary,no,-849,yes,yes,unknown,27,may,197,1,-1,0,unknown
8120,no,37,admin.,divorced,tertiary,no,-65,no,no,cellular,21,jul,226,1,-1,0,unknown
7883,no,35,technician,divorced,secondary,no,515,yes,yes,cellular,29,aug,114,3,-1,0,unknown
8378,no,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown
2026,yes,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,0,unknown
138,yes,28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,1560,2,-1,0,unknown
478,yes,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown
3802,yes,37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success
2578,yes,65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,unknown
7405,no,37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,jul,426,3,-1,0,unknown
10157,no,44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure
3958,yes,24,admin.,single,secondary,no,166,no,no,cellular,10,sep,256,2,-1,0,unknown
10611,no,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown
3093,yes,61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success
10796,no,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown
4103,yes,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,unknown
8991,no,44,technician,single,secondary,no,54,no,yes,cellular,19,aug,199,2,-1,0,unknown
10351,no,31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown
10646,no,47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown
1704,yes,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown
268,yes,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown
7027,no,42,management,married,tertiary,no,478,no,yes,cellular,8,jul,165,1,-1,0,unknown
3654,yes,58,blue-collar,married,primary,no,3109,no,no,cellular,29,jun,295,1,287,4,success
10347,no,39,technician,married,tertiary,no,108,no,no,cellular,28,may,589,3,28,2,other
2502,yes,43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success
378,yes,28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown
7241,no,31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,185,1,-1,0,unknown
8807,no,34,blue-collar,married,secondary,no,113,yes,no,cellular,13,may,16,2,-1,0,unknown
5919,no,51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown
908,yes,43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,-1,0,unknown
190,yes,35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown
11055,no,41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,-1,0,unknown
9559,no,42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown
349,yes,40,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,5,-1,0,unknown
10017,no,55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,200,1,-1,0,unknown
3911,yes,33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success
6112,no,41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown
5406,no,57,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,-1,0,unknown
7227,no,31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown
558,yes,59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,416,4,-1,0,unknown
7603,no,57,technician,married,secondary,no,6362,yes,yes,cellular,18,nov,66,1,-1,0,unknown
4065,yes,37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success
9647,no,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown
6429,no,60,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,124,1,-1,0,unknown
6177,no,33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown
1351,yes,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,-1,0,unknown
4583,yes,25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success
7520,no,52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,119,1,-1,0,unknown
3286,yes,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success
3889,yes,37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success
10337,no,23,blue-collar,single,secondary,no,105,yes,no,unknown,16,may,498,2,-1,0,unknown
5579,no,28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown
5423,no,41,admin.,married,secondary,no,-76,yes,no,cellular,16,apr,263,1,-1,0,unknown
4814,yes,59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown
5791,no,47,services,married,secondary,no,-150,no,no,cellular,14,aug,52,4,-1,0,unknown
7702,no,27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure
883,yes,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,-1,0,unknown
5429,no,34,services,married,secondary,no,40,yes,no,cellular,17,jul,302,2,-1,0,unknown
9634,no,33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown
6754,no,48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,104,13,-1,0,unknown
6642,no,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown
7467,no,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,-1,0,unknown
7931,no,27,services,single,secondary,no,167,no,yes,cellular,8,jul,606,2,-1,0,unknown
2164,yes,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown
10652,no,35,technician,married,secondary,no,128,no,yes,cellular,29,jan,456,1,205,2,other
3955,yes,28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure
5617,no,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown
10801,no,28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,-1,0,unknown
4028,yes,32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,unknown
6501,no,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown
8441,no,34,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,jul,131,2,-1,0,unknown
2636,yes,30,admin.,single,secondary,no,0,no,no,cellular,4,sep,316,3,-1,0,unknown
1197,yes,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown
1831,yes,35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,-1,0,unknown
10492,no,34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,-1,0,unknown
5182,yes,33,services,single,secondary,no,152,yes,no,cellular,25,may,202,2,365,2,success
416,yes,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,-1,0,unknown
2424,yes,29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown
7164,no,39,technician,single,secondary,no,1048,yes,yes,cellular,8,apr,201,2,-1,0,unknown
10809,no,53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown
340,yes,57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown
10577,no,42,services,married,unknown,no,1340,no,yes,cellular,30,jul,88,5,-1,0,unknown
3177,yes,35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure
2479,yes,39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,315,2,-1,0,unknown
1491,yes,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown
6629,no,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown
10496,no,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown
8578,no,58,blue-collar,married,primary,no,1357,yes,no,unknown,13,may,150,2,-1,0,unknown
7937,no,35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,178,2,-1,0,unknown
1377,yes,41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,117,2,-1,0,unknown
10195,no,29,technician,single,secondary,no,18,no,no,cellular,3,feb,206,3,-1,0,unknown
10399,no,35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,85,1,-1,0,unknown
5289,no,57,retired,single,primary,no,604,no,no,cellular,19,nov,187,1,-1,0,unknown
9112,no,47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown
412,yes,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown
2710,yes,43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success
7837,no,34,admin.,married,secondary,no,36,no,no,cellular,22,aug,192,6,-1,0,unknown
5662,no,41,management,married,tertiary,no,1897,yes,no,unknown,19,may,335,3,-1,0,unknown
1455,yes,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown
4256,yes,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success
8468,no,52,technician,married,secondary,no,1490,no,yes,unknown,17,jun,420,4,-1,0,unknown
3784,yes,61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,349,3,183,2,success
1939,yes,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,0,unknown
3383,yes,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown
2688,yes,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,unknown
7904,no,45,admin.,married,secondary,no,231,yes,no,unknown,18,jun,151,3,-1,0,unknown
6600,no,27,services,single,secondary,no,223,yes,yes,cellular,13,may,297,2,-1,0,unknown
6079,no,40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown
6226,no,55,management,divorced,primary,no,3629,yes,no,unknown,30,may,87,1,-1,0,unknown
1513,yes,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown
3392,yes,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure
5978,no,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown
9886,no,31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown
8556,no,45,technician,divorced,unknown,yes,-25,no,yes,unknown,3,jul,158,3,-1,0,unknown
2439,yes,53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,1,98,2,failure
52,yes,59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,-1,0,unknown
3236,yes,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success
6447,no,36,blue-collar,married,primary,no,243,yes,yes,unknown,30,may,118,2,-1,0,unknown
1060,yes,40,admin.,married,primary,no,72,yes,yes,cellular,21,nov,849,1,-1,0,unknown
2386,yes,37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success
6095,no,55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown
10171,no,33,management,married,tertiary,no,23,yes,yes,cellular,6,feb,150,1,-1,0,unknown
10418,no,35,technician,married,tertiary,no,4,yes,no,cellular,14,may,88,1,-1,0,unknown
2492,yes,75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown
10448,no,34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown
9535,no,58,technician,single,secondary,no,382,no,no,cellular,13,aug,460,2,-1,0,unknown
7318,no,49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown
1217,yes,28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,253,21,-1,0,unknown
10374,no,43,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,28,8,-1,0,unknown
2247,yes,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other
100,yes,29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown
9817,no,46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure
2143,yes,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown
10146,no,33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown
800,yes,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown
9618,no,34,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,20,3,-1,0,unknown
9441,no,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,14,9,-1,0,unknown
6232,no,49,self-employed,married,secondary,no,-199,yes,yes,cellular,29,jan,385,1,-1,0,unknown
4267,yes,34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,-1,0,unknown
8692,no,31,blue-collar,married,secondary,no,255,yes,yes,cellular,18,may,295,1,-1,0,unknown
1706,yes,30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown
10843,no,86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,unknown
889,yes,32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown
1858,yes,36,management,married,tertiary,no,0,yes,no,cellular,8,may,308,3,-1,0,unknown
10735,no,33,blue-collar,married,secondary,no,686,yes,yes,telephone,14,may,30,6,343,12,other
441,yes,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,-1,0,unknown
3758,yes,33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,unknown
9436,no,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown
6152,no,47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure
11076,no,52,services,married,secondary,no,820,yes,no,cellular,2,feb,135,2,-1,0,unknown
1322,yes,31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure
8142,no,42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown
6432,no,31,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,-1,0,unknown
5894,no,29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure
7641,no,37,blue-collar,divorced,secondary,no,811,yes,yes,cellular,6,apr,185,3,-1,0,unknown
3089,yes,64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure
10410,no,34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,90,3,-1,0,unknown
8424,no,36,admin.,married,secondary,no,542,yes,no,unknown,18,jun,604,6,-1,0,unknown
7335,no,62,retired,married,secondary,no,3,no,no,cellular,4,aug,151,1,-1,0,unknown
4129,yes,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,-1,0,unknown
5197,yes,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown
9445,no,54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown
3610,yes,71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success
7703,no,46,admin.,married,secondary,no,1252,yes,yes,cellular,17,nov,59,1,-1,0,unknown
4024,yes,39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure
51,yes,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown
2259,yes,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure
4231,yes,24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other
9819,no,37,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,2,-1,0,unknown
1161,yes,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown
8243,no,33,technician,single,tertiary,no,2565,yes,no,cellular,13,may,128,2,-1,0,unknown
9711,no,40,management,married,tertiary,no,413,yes,no,unknown,14,may,150,1,-1,0,unknown
8723,no,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure
6165,no,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure
3185,yes,61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success
9695,no,42,blue-collar,married,secondary,no,3,yes,no,cellular,12,may,118,1,-1,0,unknown
1135,yes,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,unknown
1891,yes,34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,1,other
8268,no,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown
4542,yes,60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success
10140,no,35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,1,-1,0,unknown
9311,no,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown
5027,yes,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,unknown
10669,no,28,blue-collar,single,primary,no,442,no,no,cellular,30,jan,157,2,-1,0,unknown
5511,no,48,management,divorced,secondary,no,769,no,yes,cellular,28,jan,58,2,184,15,other
3006,yes,49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown
5845,no,42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown
3507,yes,33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success
5254,yes,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other
8291,no,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown
3330,yes,61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,-1,0,unknown
4787,yes,50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success
7615,no,31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown
10235,no,32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,130,3,-1,0,unknown
11075,no,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown
9831,no,51,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276,3,-1,0,unknown
1345,yes,32,entrepreneur,single,tertiary,no,-34,yes,no,cellular,11,mar,101,1,-1,0,unknown
9836,no,34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure
8771,no,25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,1,86,1,success
4122,yes,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown
3867,yes,30,student,single,secondary,no,1779,no,no,cellular,11,aug,233,1,433,1,success
10584,no,27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,359,1,-1,0,unknown
497,yes,44,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,4,-1,0,unknown
7263,no,40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure
3026,yes,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown
199,yes,27,blue-collar,married,primary,no,416,yes,no,unknown,30,may,1193,2,-1,0,unknown
8390,no,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure
8467,no,34,management,married,tertiary,no,101,no,no,cellular,8,aug,472,2,-1,0,unknown
6836,no,39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown
1363,yes,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown
488,yes,27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,1,-1,0,unknown
5488,no,49,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,-1,0,unknown
4467,yes,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown
5053,yes,49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success
6533,no,41,technician,married,secondary,no,978,no,no,cellular,29,jul,55,2,-1,0,unknown
1945,yes,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown
1141,yes,25,admin.,single,secondary,no,483,no,yes,cellular,3,feb,189,1,-1,0,unknown
102,yes,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown
10655,no,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown
4630,yes,46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,unknown
3361,yes,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown
6732,no,43,blue-collar,married,secondary,no,1096,no,yes,unknown,30,may,180,1,-1,0,unknown
10829,no,30,services,married,secondary,no,292,yes,yes,cellular,15,apr,651,4,-1,0,unknown
769,yes,54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown
8847,no,48,management,divorced,tertiary,no,657,no,yes,cellular,29,jan,251,2,-1,0,unknown
8631,no,56,management,married,tertiary,no,171,no,yes,telephone,17,jul,610,2,-1,0,unknown
9654,no,30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown
10687,no,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure
5544,no,49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,unknown
9523,no,46,management,single,secondary,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown
6243,no,41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown
5985,no,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown
7896,no,60,housemaid,married,primary,no,352,no,yes,unknown,17,jun,81,2,-1,0,unknown
10489,no,43,blue-collar,married,secondary,no,917,yes,no,cellular,8,may,87,2,-1,0,unknown
1813,yes,36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success
6953,no,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown
2618,yes,45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success
4415,yes,57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,2,-1,0,unknown
6066,no,31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,235,5,-1,0,unknown
10961,no,58,housemaid,married,primary,no,260,yes,no,telephone,15,may,71,5,364,3,failure
1808,yes,31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,-1,0,unknown
233,yes,29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown
5825,no,36,management,single,tertiary,no,20,yes,no,cellular,20,apr,766,2,150,3,other
2085,yes,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success
5594,no,37,management,married,tertiary,no,789,yes,yes,cellular,11,aug,93,1,190,2,other
8271,no,33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown
6207,no,31,self-employed,single,tertiary,no,17924,yes,no,cellular,21,nov,608,3,-1,0,unknown
3141,yes,52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success
1930,yes,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure
76,yes,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown
2074,yes,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown
5359,no,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown
2744,yes,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,unknown
2656,yes,24,technician,single,secondary,no,726,no,no,cellular,8,sep,445,2,-1,0,unknown
8795,no,49,technician,married,secondary,no,-142,yes,yes,cellular,23,jul,73,4,-1,0,unknown
6,yes,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown
3770,yes,33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure
3717,yes,27,student,single,unknown,no,132,no,no,cellular,14,jul,276,1,-1,0,unknown
7159,no,31,management,single,tertiary,no,0,no,no,cellular,25,aug,191,5,-1,0,unknown
4823,yes,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure
10774,no,40,technician,married,secondary,no,503,yes,no,unknown,14,may,127,3,-1,0,unknown
2674,yes,28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success
2170,yes,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown
5380,no,45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown
5108,yes,35,management,married,unknown,no,2326,yes,yes,cellular,16,sep,319,1,-1,0,unknown
1851,yes,39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure
